Date,Open,High,Low,Close,Volume,Price,Return,SMA_10,SMA_15,SMA_20,SMA_30,SMA_50,SMA_100,SMA_150,SMA_200,EMA_12,EMA_26,RSI_14,Vol_20,Signal,Position,Trade,Gross_Strategy_Return,Transaction_Cost,Strategy_Return,Portfolio_Value,Buy_Hold_Value,Running_Max,Drawdown
2024-03-06,169.51723240501005,169.6956168742887,167.1586924388991,167.5947265625,68587700,167.5947265625,-0.005878299132709652,177.07347564697267,178.44598693847655,180.32581100463867,182.7327641805013,184.12308624267578,183.6322412109375,181.17975667317708,181.83117156982422,176.3921969457318,180.13882425577225,18.143218656844525,0.15066402282496885,1,1,0,-0.005878299132709652,0.0,-0.005878299132709652,11928.954345782062,14174.914780709007,13078.085484701687,-0.08786692366125304
2024-03-07,167.62445594378354,169.1902079797121,166.97041987504164,167.47581481933594,71765100,167.47581481933594,-0.0007095195988742198,175.5503387451172,177.44509582519532,179.32647399902345,181.89861704508465,183.64041290283203,183.52083251953124,181.02897888183594,181.80406318664552,175.0204458493632,179.20082355677695,18.27492031600096,0.15003995683816512,1,1,0,-0.0007095195988742198,0.0,-0.0007095195988742198,11920.490518879655,14164.857400859722,13078.085484701687,-0.08851409995569681
2024-03-08,167.4758228221548,172.13343143853632,167.41636636953461,169.19021606445312,76267000,169.19021606445312,0.010236709383779408,174.38197326660156,176.5776570638021,178.46679763793946,181.13250427246095,183.2029150390625,183.44495208740236,180.8989093017578,181.79026489257814,174.1234874209155,178.45929707586407,25.466040321002154,0.16018518012417146,1,1,0,0.010236709383779408,0.0,0.010236709383779408,12042.517116033521,14309.858929535,13078.085484701687,-0.07918348368953088
2024-03-11,171.38030546468005,172.80732093128213,170.49833272784605,171.1920166015625,60139500,171.1920166015625,0.011831656603280116,173.5485580444336,175.9460713704427,177.6690574645996,180.49085235595703,182.80347351074218,183.39037490844726,180.84259409586588,181.79950492858887,173.6724919102458,177.9209800036936,32.28791837442266,0.16803208894258045,1,1,0,0.011831656603280116,0.0,0.011831656603280116,12185.000043189553,14479.168266430639,13078.085484701687,-0.06828869887391664
2024-03-12,171.58839851794536,172.4604668624585,169.4676992338398,171.6676788330078,59825400,171.6676788330078,0.0027785304530432153,172.61703491210938,175.39574686686197,176.9793342590332,179.8878184000651,182.40503356933593,183.3560725402832,180.81011291503907,181.8097415161133,173.36405912913227,177.4577725095687,31.516794375429328,0.1689461095675853,1,1,0,0.0027785304530432153,0.0,0.0027785304530432153,12218.856436879889,14519.399076393654,13078.085484701687,-0.06569991065029324
2024-03-13,171.21183277143888,171.62804307697533,169.21995080494636,169.5866241455078,52488700,169.5866241455078,-0.01212257718894405,171.59731750488282,174.6564737955729,176.29010772705078,179.33715260823567,181.9857568359375,183.3139077758789,180.75750651041668,181.80389694213866,172.78291528549775,176.87472448260124,23.1331741491761,0.16946958739645954,1,1,0,-0.01212257718894405,0.0,-0.01212257718894405,12070.732406563186,14343.386540352989,13078.085484701687,-0.07702603560107246
2024-03-14,171.35057361629615,172.73794133442243,170.49832912625453,171.43975830078125,72913500,171.43975830078125,0.010927360365894367,170.82930755615234,173.90531209309896,175.7376365661621,178.96834309895834,181.73992584228515,183.29403045654297,180.727849222819,181.79527565002442,172.57627574938752,176.47213439505902,30.697540245588314,0.17730700545373937,1,1,0,0.010927360365894367,0.0,0.010927360365894367,12202.633649449981,14500.121893946745,13078.085484701687,-0.06694036648374724
2024-03-15,169.6262667891251,171.0631866455078,168.75419840900892,171.0631866455078,121752700,171.0631866455078,-0.0021965246510250447,170.13165740966798,173.2512664794922,175.18070602416992,178.50582377115884,181.51407775878906,183.29588836669922,180.6971292114258,181.77554229736327,172.3434928103291,176.07147159879597,31.967919849040697,0.17725173498318647,1,1,0,-0.0021965246510250447,0.0,-0.0021965246510250447,12175.830263831538,14468.272018763824,13078.085484701687,-0.06898985496964194
2024-03-18,173.98658058844927,176.107279800922,171.95506605696912,172.15325927734375,75604200,172.15325927734375,0.0063723390941785585,169.99490051269532,172.7597391764323,174.75507888793945,178.1129603068034,181.35635009765625,183.3074609375,180.67328084309895,181.76150596618652,172.31422611294676,175.78123364905875,30.88802986786166,0.17911434737774445,1,1,0,0.0063723390941785585,0.0,0.0063723390941785585,12253.418783025834,14560.468754174202,13078.085484701687,-0.0630571426253882
2024-03-19,172.76767622994936,175.0172080151,171.46949314620932,174.4919891357422,55215200,174.4919891357422,0.013585161664762202,170.5855270385742,172.32701110839844,174.48355102539062,177.73768208821613,181.25984680175782,183.33807174682616,180.6540195719401,181.74514686584473,172.64926657799222,175.68573405547974,39.084286716095264,0.18761803689720527,1,1,0,0.013585161664762202,0.0,0.013585161664762202,12419.883458139273,14758.275076114378,13078.085484701687,-0.050328622437309845
